image,gt_x,gt_y,pred_x,pred_y,error_px,passed,time_s,score,zoom_pred,zoom_gt,rot_pred,rot_gt
d00,721.4968476926964,160.3326328205992,719.8417778304964,158.96646406387092,2.146083251093296,1,1.0863098000118043,0.8977782385689872,10.339999999999998,10.403371856722226,1.1925,1.429833357690208
d01,287.1613660243135,888.9737722873446,288.26053160364796,888.9096652552885,1.1010334610504282,1,0.779171000001952,0.9828265735081264,9.499999999999998,9.458096810174808,0.88,0.993331056339818
d02,159.05506253491393,515.919166465342,159.08493363145215,516.1154342013992,0.19852784848843105,1,1.0716829000157304,0.9323440279279437,9.189999999999998,9.16034973536398,0.74,0.8424967008532094
d03,751.0480041442431,749.2329042416388,751.6300413901303,748.2847654706047,1.1125351611243368,1,0.7851364999951329,0.9401262828281948,9.94,9.916809523362462,1.4324999999999997,1.541736078573416
d04,666.089909143241,378.2286558578542,665.9123537389341,377.61891812827736,0.635063792439882,1,1.0926862999913283,0.9797220230102539,9.109999999999998,9.129398173621476,2.6825,2.736922197339714
d05,933.9367661963057,298.17833414929055,933.4998208331323,296.9827793815987,1.272899231262843,1,0.8186377999954857,0.9863999911717006,9.6,9.568099600997748,1.9274999999999995,2.0217855565993346
d06,821.1726599198003,161.85038853606352,820.6953501520077,161.18691819267812,0.817323382133499,1,1.365270199981751,0.9843330383300781,10.309999999999999,10.318171090629729,0.74,0.7772106605608494
d07,948.3945493202804,873.8852060548569,945.888222996893,875.9933502581534,3.275048644096352,1,1.2086386999872047,0.9373773847307477,10.079999999999998,9.690059908702052,2.4475,2.1296739128190474
d08,277.58732872914277,662.3248604740717,277.71436573915923,661.8992794262581,0.4441369497936737,1,0.9532686999882571,0.9929665156773159,9.369999999999997,9.370024243930596,1.3124999999999998,1.3191253599022454
d09,932.9846908000723,922.5344003834895,933.0599830474473,922.2428910738397,0.3010757381910235,1,0.9056859999836888,0.9726933751787458,9.219999999999997,9.282038693018317,1.5725,1.543433093319858
d10,610.9950697339746,561.9877823336774,611.1300020386989,561.336768595611,0.6648500688195367,1,1.1984731999982614,0.9802100999014718,10.579999999999998,10.651477110664025,2.0675,2.138861831371683
d11,926.4134692617404,150.44227712630084,925.3855266554465,149.19974293552207,1.6126243260873034,1,1.1703623000066727,0.9896368299211774,9.129999999999999,9.133071010660691,1.4324999999999997,1.5402024515405577
d12,95.32114586815754,849.3197711893072,96.43831920549565,849.8758287975465,1.2479087824596962,1,0.9091356999997515,0.9786756379263741,9.549999999999999,9.567656700869117,0.26,0.39760256061047283
d13,374.2093289238673,579.8050741282702,374.340768507633,579.4081320686415,0.418137971108567,1,1.506452800007537,0.9778765269688198,9.609999999999998,9.572182527626818,2.8025,2.8189588275249555
d14,947.6622457920039,879.0821142050231,948.7758012552774,877.7726079933572,1.7189567441265332,1,0.7715175000193994,0.9813222203935895,9.449999999999998,9.550871146539844,1.0525,1.1819145274168692
d15,400.14000005936634,218.66625003244218,399.75225628921186,218.3320896318755,0.5118675654898395,1,1.3256540999864228,0.802652222769601,9.389999999999999,9.35672514481063,0.74,0.7956076416212654
d16,344.0277116049386,342.5063065784933,481.34549202945834,342.01198428900193,137.318670162664,0,1.1023160000040662,0.9838062013898577,10.469999999999999,10.516594675241453,0.5,0.5782847549333415
d17,132.05634078776865,916.7313387119107,131.81343571962907,915.8375505545952,0.9262073970150134,1,1.4990873000060674,0.9815419742039272,9.549999999999999,9.52623700229409,1.5524999999999995,1.4762049415241278
d18,871.1050914103294,405.97613975684425,870.9372564713906,405.15992179662277,0.8332948609686082,1,1.168484099995112,0.98683043888637,9.969999999999999,10.007977322099514,2.3074999999999997,2.3586907650325517
d19,549.473736413135,200.62825752553164,549.4004424067431,200.2329336141733,0.40206094844517715,1,1.1487587000010535,0.9901106698172433,10.079999999999998,10.093294060246233,1.0525,1.0100926960215832
d20,174.2240979815723,516.7306580399548,174.32611047300597,517.9663236457668,1.239869363197245,1,0.6884053999965545,0.9773527554103306,10.369999999999997,10.434836633175108,1.0725,1.3606622158113515
d21,150.82949721992483,542.1708954121623,150.90751733436153,542.1648619811715,0.07825305454891734,1,1.2280357999843545,0.9804070336478097,10.78,10.793644678309903,1.3124999999999998,1.4027698753086737
d22,875.3110551619442,145.93529100146463,875.3846694699315,146.0689357752106,0.1525778224056982,1,1.1321269999898504,0.9858554431370327,9.919999999999998,9.977024679968515,1.6925,1.6052966017937056
d23,544.7793655431526,394.7984482078369,544.4082852090922,394.2813589620971,0.6364604484067257,1,1.473966699995799,0.9766636575971331,10.339999999999998,10.354650628839153,2.8025,2.9326423575121385
d24,251.12681250032068,901.2315776581999,251.15893313371313,900.6302298166072,0.6022050827398238,1,0.9240974999847822,0.9867238998413086,10.839999999999998,10.90285809284703,0.74,0.7049394883222427
d25,246.95183051874156,636.8873421700523,247.349925136752,636.7468638784673,0.42215337887495247,1,0.9547428999794647,0.9876049586704799,9.109999999999998,9.098940450370428,2.8025,2.8760752915645
d26,719.0178756217456,522.0376681003188,719.001734081851,521.0111241729256,1.0266708256193642,1,0.9114939999999478,0.9811090741838727,9.919999999999998,9.970544882212918,0.38,0.539467004787521
d27,803.7556989358185,617.1552304079296,803.6723050786997,617.01928635924,0.15948454401373183,1,0.766680600005202,0.9932869502476284,9.969999999999999,9.973179674636551,2.4274999999999993,2.376753476524029
d28,117.32188688029561,470.90299518906943,117.1934446448891,471.2414349277638,0.36199290678649887,1,0.864815799985081,0.9386323520115444,9.869999999999997,9.904375312217722,0.62,0.725062100602263
d29,788.1682404091248,925.2850074030803,789.0959828930181,924.4395330933426,1.2552023441847995,1,0.9049796999897808,0.9762651579720634,9.869999999999997,9.874795254322828,1.6925,1.7738530472944452
d30,191.97723301678514,913.2452755006719,194.53110864976276,914.3609988923672,2.786955226675313,1,1.268022900010692,0.9799863270350865,9.6,9.605305644960378,0.8125,1.1067840139126757
d31,281.72596856547233,802.9473530643694,282.46234870120765,802.8334432370119,0.7451383449227219,1,0.6639341000118293,0.9833363124302456,10.609999999999998,10.584753742028546,1.6925,1.7766247951394716
d32,461.54496092651164,292.4679997749215,461.30298260972717,291.9773427396793,0.5470811932670925,1,0.8538625999935903,0.991164003099714,10.219999999999997,10.243855745947151,0.12,0.11428726948291457
d33,267.78202743784294,227.7470702879513,267.42734064966425,227.38939169096113,0.5037228369384947,1,1.2653234000026714,0.9766628401620048,9.029999999999998,9.067076021610832,0.5,0.512108878130034
d34,830.9087111068302,765.2790442156218,831.3387488255901,764.8480148144793,0.6088668033367048,1,0.9866364000190515,0.89470488684518,9.109999999999998,9.157444010743689,1.6925,1.6981634347489238
d35,673.5469809822557,325.4502460594608,673.2898026494619,324.88986457570195,0.6165777341085369,1,1.098363099998096,0.9872830254690987,9.36,9.405431512381604,2.4475,2.468822202597305
d36,509.4299956769132,652.2608355863281,509.5388239019392,651.7849985335296,0.488123430474591,1,0.7620981000072788,0.9868550981794085,10.919999999999998,10.922010967584951,1.1925,1.2205941467281822
d37,572.6747204884136,451.8197411052385,572.5458944223001,451.1349033563346,0.696849264643437,1,1.1086648000054993,0.9826261656624931,9.549999999999999,9.55690866768534,2.4425,2.6496217871852883
d38,905.7052669480263,154.92036767250755,905.8972629055596,155.12769553051098,0.28257262502483377,1,1.3945808999997098,0.9824487141200474,9.079999999999998,9.069175480980567,0.74,0.6500240476838433
d39,367.27665831156924,850.2044529500321,367.9783628557213,850.0817499384284,0.7123519469617875,1,0.7331504999892786,0.8819090298243931,10.84,10.972654833352514,0.0,0.06456441458412987
