image,gt_x,gt_y,pred_x,pred_y,error_px,passed,time_s,score,zoom_pred,zoom_gt,rot_pred,rot_gt
d00,158.5829573479613,598.5644775986909,157.71195413045496,598.9474317942338,0.951472816632348,1,1.2275060000247322,0.9193431309291294,9.219999999999997,9.282208029266037,1.3124999999999998,1.423427842811961
d01,770.2679223104072,147.56898785505712,769.0952489575434,146.86211216250868,1.3692465217165182,1,0.9823967000120319,0.7037679127284459,9.049999999999999,9.005957276777892,2.6875,2.763001224218011
d02,280.96743462313384,952.3532423568524,282.44517188453204,953.4838555492986,1.8606433308557464,1,1.2713790999841876,0.8615303039550781,10.719999999999997,10.76281314970235,1.4274999999999995,1.8767987546882254
d03,153.67683714332694,274.13706625827854,152.90596958538146,273.54861207952797,0.9698015840272848,1,0.7625696000177413,0.935985973903111,9.999999999999998,9.995000082982234,1.0725,1.020482464248032
d04,508.7404213771202,370.804712572507,507.3855068038977,370.3007218515418,1.445614107412352,1,1.2063208000035957,0.9117905752999442,10.919999999999998,10.976128031825253,2.3074999999999997,2.4552942567387412
d05,616.9305861856905,165.95345136209536,615.2397278080048,165.20395493794402,1.8495261401790253,1,0.9608253999904264,0.922999654497419,9.129999999999999,9.129065937257355,2.6875,2.8804702818497603
d06,923.2342303603205,394.77773413458465,921.7498977672567,487.33019288608,92.5643606589171,0,1.0856695999973454,0.9413416726248605,10.189999999999998,10.22600732244878,2.1875,2.3549135331507243
d07,563.150146987886,194.74405937717836,561.4611535456295,194.17785131931305,1.781373181783444,1,0.9760319000051823,0.8988075256347656,10.309999999999999,10.387993382031098,0.0,0.1478237207272871
d08,731.9055513415957,224.7421468871715,768.3516331927572,227.45171763534864,36.54666408772405,0,1.0855134999728762,0.5549308572496686,9.059999999999997,9.206105880258905,1.3124999999999998,1.7210446691167167
d09,170.53669893539842,668.9832487039534,132.48451274036046,670.1377496130635,38.06969590856977,0,1.0870823000150267,0.8220156942095075,10.129999999999999,10.179627088112102,2.4274999999999993,2.6718158670495886
d10,236.5339498061256,318.15710685592825,234.37147256150314,318.6593552006957,2.2200363135164287,1,1.1517581999942195,0.9468107223510742,9.159999999999998,9.237574571392095,0.74,0.9913952662613653
d11,115.49355250981051,886.1578788373037,94.02204561877386,888.5912692222907,21.60895640556439,0,1.2067628999939188,0.9051331111363002,9.919999999999998,9.896656351469566,1.5524999999999995,1.9507077880060983
d12,805.3139337379392,112.17812557378974,751.2025672385871,111.24834225478085,54.11935403760391,0,1.3075630000093952,0.6676313536507743,9.049999999999999,9.1194249749438,0.9325,1.061184617777005
