image,gt_x,gt_y,pred_x,pred_y,error_px,passed,time_s,score,zoom_pred,zoom_gt,rot_pred,rot_gt
d00,915.272422151138,927.6684059187425,916.4178548995025,927.2815000610876,1.2090129543199006,1,0.8086597000074107,0.9903645515441895,9.369999999999997,9.357869627350873,0.62,0.609628622492396
d01,418.88571827954894,215.7584244701005,418.87333861901107,215.26104572869536,0.49753278122831557,1,0.807194699998945,0.9883535248892648,10.579999999999998,10.687879306050283,2.9425,2.9318501609555216
d02,517.0958439895627,582.6585020779853,517.2180065626196,582.1645190721163,0.508864328031845,1,0.7896633000054862,0.9925515311104911,10.049999999999999,10.127716284847391,2.8225,2.4988062308236856
d03,149.11536255797995,437.68120306370037,149.23774599870688,438.1359904350383,0.47096630420088376,1,0.9133736999938264,0.9802576473781041,9.389999999999999,9.415528862454318,1.8074999999999997,1.9532665903009994
d04,781.9868308391048,854.49397563944,783.032772061096,854.02965828052,1.1443704162791781,1,0.8546014000021387,0.927696772984096,9.189999999999998,9.171509950243205,2.0675,2.0682855053044547
d05,459.6117739585323,266.6047061510273,459.89087536244784,266.1113481182193,0.566833081430314,1,1.129914099990856,0.9894556999206543,10.079999999999998,10.041083065066085,0.88,0.825099200299832
d06,640.3301169316964,637.2245449793146,696.910558531538,636.8598795714984,56.58161673629293,0,0.9070995999791194,0.9319925308227539,10.28,10.304060086406658,0.8125,0.7704572373715415
d07,450.5009545346809,283.602561689768,450.89272657534843,283.1011930067611,0.6362828680303088,1,1.0053641000122298,0.996185166495187,9.629999999999999,9.622621120697934,2.5675,2.483913012005903
d08,716.4825484057837,708.3610907594285,717.0350740055758,708.2543106912152,0.5627490749820796,1,0.670708099991316,0.9683448246547154,10.6,10.589232099067209,0.5,0.40900417371745357
d09,791.4406439617466,296.1727947980654,791.1387184498824,295.1114644771867,1.103440557860253,1,1.2176210999896284,0.9826594080243792,9.919999999999998,9.919884782135941,2.1824999999999997,2.2995512552883195
d10,709.5749830245078,165.02458461851916,709.0729833199664,164.31706442787896,0.8675186012548561,1,1.0194304000178818,0.9748103278023856,9.78,9.762181821115233,0.62,0.6802639137241702
d11,604.9383734197178,158.50599026822422,604.3351488873897,157.94406665979,0.8244015878916137,1,0.958207499992568,0.9923180171421596,9.549999999999999,9.55799839133091,1.1925,1.2613598940615427
d12,783.9965196923054,854.3830907449399,784.8489674874922,854.1721336113634,0.8781629437216032,1,1.3455326000112109,0.9880238941737584,9.579999999999998,9.646726496908745,1.4324999999999997,1.3902250700648808
d13,410.2304694667043,800.5486709192667,411.84445625677114,800.3120951062098,1.6312331144976988,1,1.2104829000018071,0.9956705229622977,10.6,10.596482522741567,0.12,0.2217463564231017
d14,163.05388113440267,175.48492671008773,162.06413097382455,175.8704012590023,1.0621657159903624,1,0.8373689999862108,0.9892685072762626,9.659999999999998,9.653250747846826,1.9475,2.089457879540301
d15,107.01153084074164,556.0992473465507,107.68707831255264,556.3706396973643,0.7280234850266569,1,1.1566067000094336,0.9933277538844517,9.919999999999998,9.980232892747189,2.0524999999999993,2.1494952410280916
d16,788.2110672677816,409.1684340837052,788.4052114787817,408.5466508678508,0.6513880120044403,1,0.9323617000191007,0.9962902069091797,10.339999999999998,10.323376996222244,1.1925,1.2274395108070744
d17,585.2616388023645,103.17201675915153,583.8541078983369,102.50094806096482,1.5593192243664133,1,0.7436827999772504,0.9452458790370396,10.689999999999998,10.74903869126538,2.4274999999999993,2.5871843582917817
d18,932.0262644286008,623.5310213487247,933.0517772030939,621.7791142016011,2.0299889415440706,1,0.7920622000237927,0.935276985168457,10.059999999999997,10.090917347448295,1.8074999999999997,1.9544766603224173
d19,390.4718418269061,663.2400632555238,391.0888597001895,662.6709457562349,0.8394079961186847,1,1.1042759999982081,0.9893604006086077,9.079999999999998,9.073637636515135,0.24,0.1920719415685479
d20,871.5573293974585,737.0072133892808,872.5010354100174,736.5900080718513,1.031814573957543,1,1.1954802999971434,0.9895702770778111,9.78,9.773310042483178,1.5725,1.5693395301468336
